id,length,hashtag_count,mention-count,likes-count,retweet-count,sentiment,created_at
950343058444333056,36,1,1,1,0,0.0,2018-01-08 12:26:56
950342942530547713,26,0,0,0,0,0.0,2018-01-08 12:26:28
950342893989871616,17,0,0,0,0,-0.8,2018-01-08 12:26:17
950342857864302592,60,0,0,0,0,-0.4000000000000001,2018-01-08 12:26:08
950336223700074496,10,0,0,0,0,0.0,2018-01-08 11:59:46
949972978929868801,8,1,0,0,0,0.0,2018-01-07 11:56:22
949972898478829568,5,0,0,0,0,0.0,2018-01-07 11:56:03
